,id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
1628,Bgug5paA,Rapid,resign,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,41,aliagha18,1455,bilbobaggins999,1506
1629,nzNa2D1M,Rapid,resign,8,Ruy Lopez: Exchange Variation |  Lutikov Variation,white,77,astana001,1570,bilbobaggins999,1565
1636,kDcbjr24,Rapid,resign,4,King's Pawn Game: Damiano Defense,black,60,butterlandz,1319,chiesu,1214
1637,aO4uRr9N,Rapid,resign,2,English Opening: Anglo-Dutch Defense,black,54,dohiblundered,1278,butterlandz,1308
1638,ysVHi4RP,Rapid,mate,7,Scotch Game,black,28,butterlandz,1317,impossible787,1401
1639,h7fyq9Tw,Rapid,resign,2,Sicilian Defense,white,32,jiggeo,1258,butterlandz,1331
1640,Qw7GEdQi,Rapid,mate,4,King's Pawn Game: McConnell Defense,white,65,butterlandz,1320,zenit57,1291
1641,Im2GL23i,Rapid,resign,8,Sicilian Defense: Godiva Variation,black,33,butterlandz,1331,iwannabelikemike,1347
1642,PSRAA6C5,Rapid,resign,2,Queen's Pawn Game,black,104,butterlandz,1340,luandson,1433
1643,Q8jYySDR,Rapid,draw,2,Sicilian Defense,draw,127,lencinas,1134,butterlandz,1346
1644,dt2JpJ1C,Rapid,resign,2,Modern Defense,white,73,butterlandz,1336,armandobovi,1292
1645,Kxyc5yvw,Rapid,resign,3,Sicilian Defense: Closed Variation,black,106,revanchess,1515,butterlandz,1319
1646,PA83ENkg,Rapid,mate,5,Alekhine Defense: Two Pawn Attack,black,40,ivanpgf,1295,butterlandz,1308
1647,aLqvcnZJ,Rapid,resign,2,Englund Gambit,white,45,butterlandz,1295,hannon,1321
1648,Iz4xW7AG,Rapid,mate,3,Queen's Pawn Game: Zukertort Variation,white,117,butterlandz,1278,ki_f,1463
1649,0EB4ZsVe,Rapid,mate,2,Indian Game,white,123,gm094,1363,butterlandz,1287
1650,zxKjUg2A,Rapid,resign,4,King's Knight Opening: Normal Variation,white,45,butterlandz,1275,bice,1287
1651,cMtXfpHs,Rapid,mate,10,Sicilian Defense: Dragon Variation,white,89,furliss,1201,butterlandz,1290
1652,GUKDFLE6,Classical,resign,5,French Defense: Advance Variation #3,white,73,filanif,1214,joe-brown,925
1653,7BnPJnXy,Rapid,mate,2,Scandinavian Defense,white,105,acrossimpact,966,joe-brown,937
1654,ilL0VH7M,Rapid,resign,3,French Defense: Normal Variation,black,8,joe-brown,951,acrossimpact,955
1655,YwaFfXra,Rapid,mate,3,King's Knight Opening,white,61,ragnarlothbrook_spb,784,joe-brown,970
1656,1nZFIHZq,Rapid,mate,4,Scandinavian Defense: Modern Variation #2,white,101,ragnarukh,1161,joe-brown,958
1657,h37U85CH,Rapid,mate,6,Italian Game: Rousseau Gambit,black,96,joe-brown,972,denisovartemii,985
1660,RBqiGMSK,Rapid,resign,2,English Opening: Anglo-Scandinavian Defense,white,13,jygyjyg,1181,joe-brown,978
1661,7tIm0A7j,Rapid,resign,3,King's Pawn Game: Leonardis Variation,white,21,joe-brown,958,s661693,1008
1662,oCmhB9PO,Rapid,draw,3,Sicilian Defense: Bowdler Attack,draw,28,s661693,1015,joe-brown,956
1663,ZbFjrMhg,Rapid,mate,3,King's Pawn Game: Alapin Opening,black,46,joe-brown,972,thonynho,954
1664,tmndYR0h,Rapid,mate,2,Englund Gambit,black,110,joe-brown,983,the-daniel,1090
1665,3qG1YI0g,Rapid,resign,3,Queen's Pawn Game: Chigorin Variation,white,105,joe-brown,964,houstoncity0619,1029
1666,o3cTujQ0,Rapid,mate,3,Queen's Pawn Game: Mason Attack,black,66,paoloemme,1058,joe-brown,943
1667,4Oie3kEE,Rapid,mate,1,Van't Kruijs Opening,white,47,mata1234,808,joe-brown,973
1668,JmbcQir8,Rapid,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,white,11,the-daniel,1095,joe-brown,986
1669,jcdcODHY,Rapid,resign,1,Hungarian Opening,black,62,joe-brown,999,petricx,1092
1670,9OBJpgc0,Rapid,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,white,13,uygarbaba,912,joe-brown,1024
1671,StHKLsMT,Rapid,mate,5,Caro-Kann Defense: Exchange Variation,black,132,joe-brown,1032,queops,1274
1672,ND8raXcH,Rapid,mate,5,Queen's Gambit Accepted: Accelerated Mannheim Variation,black,112,lassureur,1199,joe-brown,1002
1673,6MhNGEoR,Rapid,mate,1,Hungarian Opening,black,20,joe-brown,1029,msp1964,914
1674,lILJcEQS,Rapid,mate,1,Queen's Pawn,black,128,joe-brown,1048,omarscharf,1077
1675,r6ujn7ya,Rapid,resign,2,Scandinavian Defense,white,33,albertocuevasalcocer,1082,joe-brown,1070
1676,Hl20qJlw,Rapid,outoftime,2,Zukertort Opening: Dutch Variation,white,141,joe-brown,1044,juan_du,1080
1677,QJryEHgD,Rapid,resign,2,Scandinavian Defense,white,30,juan_du,1070,joe-brown,1069
1679,8HIFZl7o,Rapid,resign,6,Scandinavian Defense: Gubinsky-Melts Defense,black,48,joe-brown,1099,antman724,1052
1680,ait5yWPY,Rapid,resign,4,Queen's Pawn Game: Veresov Attack |  Alburt Defense,black,6,antman724,1062,joe-brown,1071
1681,KrBVuMIG,Rapid,resign,6,Scandinavian Defense: Gubinsky-Melts Defense,white,19,joe-brown,1038,antman724,1074
1682,21CMgti8,Rapid,resign,2,Zukertort Opening: Queenside Fianchetto Variation,white,53,romaha88,1266,joe-brown,1053
1683,PYElsVY6,Classical,resign,3,Queen's Pawn Game: Mason Attack,black,63,joe-brown,1099,febozn,1326
1684,eYAIfWYI,Rapid,resign,3,Caro-Kann Defense: Hillbilly Attack,black,42,joe-brown,1141,schuuuusti,1168
1685,KFAzolT4,Blitz,draw,2,Zukertort Opening: Queenside Fianchetto Variation,draw,44,robertoautista,954,joe-brown,1166
1686,IATXh7nG,Blitz,draw,2,Owen Defense,draw,21,joe-brown,1196,robertoautista,946
1687,8rqMDd3n,Blitz,draw,2,Reti Opening,draw,37,robertoautista,937,joe-brown,1233
1689,Wj4EAbMt,Rapid,resign,3,Queen's Pawn Game: Zukertort Variation,white,105,crax_is_bax,1649,b247,1672
1690,mBi2flX3,Rapid,resign,3,Bishop's Opening,black,80,crameshnayak,1676,crax_is_bax,1637
1691,TgXDZj8n,Rapid,resign,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,white,39,melihmetin,1711,crax_is_bax,1645
1692,XUKVLrLb,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,90,crax_is_bax,1655,melihmetin,1668
1693,f3cm6aZv,Rapid,resign,4,Elephant Gambit,black,41,crax_is_bax,1666,gdf1981,1647
1694,nnanAIUX,Rapid,resign,5,Italian Game,black,69,sardinaso,1645,crax_is_bax,1655
1695,9Fx1szqR,Rapid,resign,2,Zukertort Opening: Black Mustang Defense,black,21,hephestus,1591,crax_is_bax,1647
1696,XhHYBZ6D,Rapid,mate,5,Three Knights Opening,white,103,crax_is_bax,1648,camiveg,1672
1697,RWBel9c3,Rapid,resign,6,Queen's Gambit Declined: Alapin Variation,white,79,coco2000,1595,crax_is_bax,1660
1698,YPjUwF4i,Rapid,resign,3,King's Gambit,white,31,valentyn16397,1671,crax_is_bax,1671
1699,QGwqx8e6,Rapid,resign,5,Three Knights Opening,white,25,crax_is_bax,1660,julesjoffrin18,1665
1700,skAOmExJ,Rapid,mate,3,Queen's Gambit,white,31,kuanxxx,1682,crax_is_bax,1670
1701,X6AOrl95,Rapid,resign,10,Sicilian Defense: Paulsen Variation,black,140,crax_is_bax,1683,niagrad,1621
1702,Ejr8Xy15,Rapid,mate,4,Sicilian Defense: Old Sicilian,black,148,crax_is_bax,1693,superevans,1693
1703,5ru5Qj7y,Rapid,mate,6,Italian Game: Anti-Fried Liver Defense,white,87,on_wave,1730,crax_is_bax,1703
1704,0V0zNPjX,Rapid,resign,3,Queen's Gambit,white,41,chessnickname,1799,crax_is_bax,1711
1706,EGfkQNeq,Rapid,resign,6,Ruy Lopez: Steinitz Defense,black,90,tepa_1996,1686,crax_is_bax,1701
1707,p0TYZquk,Rapid,resign,6,Three Knights Opening: Winawer Defense,black,47,crax_is_bax,1711,jarquincastillo,1724
1708,Rr6Y9C0b,Rapid,mate,3,French Defense: Knight Variation,white,97,crax_is_bax,1701,mohamad_mohseniiii,1680
1709,Dmbhp6wM,Rapid,resign,3,Bishop's Opening,white,101,wilce,1964,crax_is_bax,1705
1710,2Wuw6z0U,Rapid,mate,4,King's Pawn Game: McConnell Defense,black,108,crax_is_bax,1720,prabhatkumar,1566
1711,Y6vOkF3K,Rapid,resign,5,Russian Game: Three Knights Game,black,132,crax_is_bax,1728,felipenestor01,1798
1712,pu2kiqUK,Rapid,mate,5,Italian Game,black,94,rubensin,1755,crax_is_bax,1717
1713,RHF6Y4lC,Rapid,resign,7,Four Knights Game: Spanish Variation,white,43,crax_is_bax,1704,blackline85,1775
1714,Mmfy6483,Rapid,resign,6,Italian Game: Anti-Fried Liver Defense,white,61,quadrupede,1772,crax_is_bax,1713
1715,0mvqJAMu,Rapid,resign,7,Four Knights Game: Spanish Variation,white,41,crax_is_bax,1699,my_name_is_atma,1800
1716,Q4UwwEtw,Rapid,resign,5,Ruy Lopez,black,64,philbsd,1610,crax_is_bax,1691
1717,35of39ca,Rapid,mate,4,Sicilian Defense: French Variation,white,61,crax_is_bax,1679,omaraljohni,1730
1718,nBuLhlwb,Rapid,resign,3,King's Pawn Game: Leonardis Variation,black,58,pedja1367,1576,crax_is_bax,1671
1719,NTVYXzuf,Rapid,mate,3,French Defense: Knight Variation,white,33,crax_is_bax,1661,adsoo,1675
1720,2tn4UTF3,Rapid,mate,8,Sicilian Defense: Paulsen Variation,black,54,crax_is_bax,1661,chilllax,1618
1721,EICkaxdP,Rapid,resign,5,Italian Game,black,60,brunomarcal,1748,crax_is_bax,1647
1722,yIvHnLJX,Rapid,mate,4,Sicilian Defense: Old Sicilian,white,141,crax_is_bax,1637,sebasfei89,1661
1723,Cl6CjCfP,Rapid,resign,6,King's Gambit Accepted |  Fischer Defense,black,57,anra_d,1540,crax_is_bax,1629
1724,SymXlqo9,Rapid,resign,8,Four Knights Game: Spanish Variation |  Classical Variation,white,127,crax_is_bax,1620,anra_d,1549
1725,3GuSvaIp,Rapid,mate,5,Vienna Game: Paulsen Variation,white,103,anra_d,1535,crax_is_bax,1634
1726,9BknF5nX,Rapid,mate,1,Van't Kruijs Opening,white,71,irene1233,1347,e7018,1268
1727,YyFO0cYw,Rapid,mate,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,white,61,felser,1400,e7018,1500
1729,wvilPCSq,Rapid,mate,3,Sicilian Defense: Closed Variation,white,73,vietbigz123,1258,jzcarr55,1362
1730,ZHXqZsv5,Rapid,resign,5,Richter-Veresov Attack,black,80,fandtweedy,1088,jzcarr55,1350
1731,B9vbcE91,Rapid,mate,4,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,black,108,marcus_aurelius11,1297,jzcarr55,1330
1732,firY0Cbt,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,72,gabo43,1605,jzcarr55,1367
1733,yM48SLJ5,Classical,resign,3,King's Gambit,black,100,jzcarr55,1420,betopatruca,1620
1734,vxqgqYJD,Blitz,draw,7,French Defense: Advance Variation |  Nimzowitsch System,draw,105,una1,1621,jzcarr55,1325
1735,6oD8M97X,Classical,resign,4,Queen's Pawn Game: Chigorin Variation,black,98,jzcarr55,1500,papinii,1501
1736,2jJ9YXUr,Rapid,resign,5,King's Knight Opening: Konstantinopolsky,white,35,arsenelupin1620,1576,dsalvats,1539
1737,gfFxAo5B,Rapid,mate,3,King's Pawn Game: Wayward Queen Attack,white,29,thebastiano,1191,arsenelupin1620,1598
1738,JVUWXcfC,Rapid,outoftime,6,Philidor Defense: Nimzowitsch Variation #2,white,41,arsenelupin1620,1595,xxfudoxx,1223
1739,hXI1oJuX,Rapid,outoftime,4,Philidor Defense #2,white,95,tiqer35rus,1301,arsenelupin1620,1616
1740,YxBEqoKd,Rapid,outoftime,4,King's Knight Opening: Normal Variation,white,79,arsenelupin1620,1611,jithin7,1371
1741,ZhsqAicq,Rapid,mate,6,Center Game: Normal Variation,black,46,victorioan,1383,arsenelupin1620,1606
1742,6KiOum5F,Rapid,resign,7,Scotch Game,black,81,beginneresque,1498,arsenelupin1620,1597
1743,U4tb9phv,Rapid,resign,3,Vienna Game,black,69,wkruger45,1355,arsenelupin1620,1592
1744,kLUXhkbc,Rapid,outoftime,7,Modern Defense: Two Knights Variation,black,76,arsenelupin1620,1593,shozolosa,2216
1745,pfqhCuMs,Rapid,mate,6,Philidor Defense: Hanham Variation,black,108,ares_zzz,1532,arsenelupin1620,1583
1746,nAsx4cP3,Rapid,mate,5,Ruy Lopez,white,75,arsenelupin1620,1569,dima976,1349
1747,U3GJ4uyh,Rapid,outoftime,6,Old Indian: Czech Variation |  with Nc3,white,87,davoodshadi,1728,arsenelupin1620,1576
1748,rOIxos8q,Rapid,outoftime,3,Nimzowitsch Defense |  Declined Variation,white,111,arsenelupin1620,1560,soemojo,1686
1749,sq1LiK5q,Rapid,resign,7,French Defense: Advance Variation |  Nimzowitsch System,white,40,arsenelupin1620,1550,pepegalletafeliz,1482
1750,S0Cg7zqC,Rapid,resign,5,Ruy Lopez,black,60,arsenelupin1620,1553,tumursuh,1953
1751,xuvv5bw3,Rapid,mate,9,Ruy Lopez: Morphy Defense |  Anderssen Variation,white,109,saraginov,1775,arsenelupin1620,1558
1752,1HUJ9DFi,Rapid,mate,5,King's Pawn Game: Dresden Opening,white,31,sayedibraheem,1549,arsenelupin1620,1570
1753,OsjcrmbV,Rapid,mate,4,Philidor Defense #2,black,60,arsenelupin1620,1577,arjan1967,1874
1754,StZLZPD6,Rapid,mate,4,Queen's Pawn Game #3,black,52,marcuslavour,1276,arsenelupin1620,1573
1755,L711gcxW,Rapid,resign,5,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,black,87,arsenelupin1620,1585,abiyogenez,1569
1756,qp7PBwEJ,Blitz,resign,4,King's Pawn Game: Beyer Gambit,black,26,leeducdaica,1408,arsenelupin1620,1579
1757,4l5FrM20,Rapid,outoftime,4,King's Pawn Game: Damiano Defense,white,63,arsenelupin1620,1575,jirkas2,1281
1758,7zV5DFwK,Rapid,draw,4,King's Gambit Declined |  Queen's Knight Defense,draw,101,sqs198627,1814,arsenelupin1620,1568
1759,XegwJtMB,Rapid,outoftime,3,Sicilian Defense: Closed Variation,black,80,arsenelupin1620,1585,lsm17,1697
1760,163wUb50,Rapid,outoftime,6,Philidor Defense #4,white,71,arsenelupin1620,1574,alejandropert,1561
1761,Si11xSYC,Rapid,mate,7,Ruy Lopez: Exchange Variation,black,174,miguelnavarro,1528,arsenelupin1620,1564
1762,NxlI7Q5a,Rapid,outoftime,5,Three Knights Opening,white,123,hezarfen,1651,arsenelupin1620,1573
1763,xuuGYOx8,Rapid,mate,5,Philidor Defense #3,white,99,arsenelupin1620,1569,potatokiller,1298
1764,LizfUWw0,Rapid,mate,3,French Defense: Knight Variation,black,114,mikiduda,1390,romannissan87,1201
1765,QWLfoIPe,Rapid,mate,6,Nimzo-Indian Defense,white,57,juanma1684,1349,mikiduda,1403
1766,WHsODR7t,Rapid,mate,3,King's Pawn Game: Napoleon Attack,white,29,rharlem,1418,mikiduda,1415
1767,9Cp7k4AT,Rapid,mate,8,Italian Game: Giuoco Pianissimo |  Normal,white,45,mikiduda,1403,zmicer,1403
1768,ea1svLYO,Rapid,mate,2,Owen Defense,white,9,mikiduda,1395,anderson447878,1273
1769,QJAYZ2eu,Rapid,mate,4,King's Pawn Game: McConnell Defense,black,102,mikiduda,1408,rharlem,1393
1770,sWDrlPFs,Blitz,resign,7,Queen's Pawn Game: Veresov Attack |  Classical Defense,black,114,feliracing,1345,mikiduda,1398
1771,10F3ntcW,Blitz,mate,5,Petrov's Defense #2,white,67,huallpa12345,1545,mikiduda,1405
1772,msI3sVO3,Blitz,mate,8,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,black,128,mikiduda,1410,samiraghorbani,1629
1773,uldIQBQi,Blitz,resign,3,King's Pawn Game: Leonardis Variation,black,12,mrdgamer,1500,mikiduda,1378
1774,pWHXU16j,Rapid,resign,1,Hungarian Opening,black,52,irlandarush,1232,mikiduda,1371
1775,PIHQqe8P,Rapid,draw,5,Philidor Defense #3,draw,109,mikiduda,1372,loiclafouine,1347
1776,e9W8PKwe,Rapid,mate,5,Italian Game,black,22,mikiduda,1384,thesrinivaskumar,1353
1777,1JIpfNeB,Rapid,mate,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,41,thebastiano,1285,mikiduda,1400
1778,ehjLUiD3,Rapid,mate,8,Italian Game: Giuoco Pianissimo |  Normal,black,50,mikiduda,1412,imran05,1433
1779,JVuxHh51,Rapid,resign,4,Sicilian Defense: O'Kelly Variation,black,60,mikiduda,1416,cullarvega,1699
1780,9ylP5qcO,Rapid,outoftime,5,Philidor Defense #3,white,93,mikiduda,1406,ovidiusjo,1338
1781,ddaZvrHQ,Blitz,mate,5,Bishop's Opening: Ponziani Gambit,black,92,serber,1564,mikiduda,1389
1782,b3qtuXcV,Blitz,mate,3,King's Pawn Game: Macleod Attack,black,56,majek,1102,mikiduda,1385
1783,xYcPN5qz,Blitz,mate,2,Queen's Pawn,black,122,kakaiza,1243,mikiduda,1378
1784,IJJCro4z,Blitz,mate,5,Vienna Game: Stanley Variation,white,111,serber,1586,mikiduda,1383
1786,YbiCb4an,Blitz,mate,3,French Defense: Knight Variation,black,42,mikiduda,1383,szachysta,1045
1787,Bm42duFU,Blitz,resign,3,French Defense: Knight Variation,black,26,mikiduda,1383,szachysta,1045
1788,3tlOgbHC,Blitz,mate,3,French Defense: Knight Variation,white,77,mikiduda,1383,szachysta,1045
1789,hGFyT6Dd,Blitz,mate,3,French Defense: Knight Variation,white,45,mikiduda,1383,szachysta,1045
1790,A7RbJtPa,Blitz,draw,3,French Defense: Knight Variation,draw,112,mikiduda,1383,szachysta,1045
1791,cEGI19i1,Blitz,mate,3,French Defense: Knight Variation,black,52,mikiduda,1383,szachysta,1045
1792,2JL9ZJ8a,Rapid,resign,3,English Opening: The Whale,black,98,brainwizard,1500,mamsrz,1503
1793,x7AA1vc4,Rapid,mate,11,French Defense: Steinitz Variation #2,white,89,gjdelamaza,1980,whizzz,1860
1794,x1Svcl0P,Rapid,mate,7,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line,white,59,kachess10204542,1171,quantummequanic,1432
1795,wgIHzqDo,Rapid,mate,3,French Defense: Steinitz Attack,white,113,quantummequanic,1403,barrow-wight,1364
1796,QOaqv5Mo,Rapid,resign,3,King's Pawn Game: Leonardis Variation,black,62,quantummequanic,1446,mathhopper,1359
1797,bU3E7xis,Rapid,mate,3,Bishop's Opening,black,58,mathhopper,1369,quantummequanic,1413
1798,3FWl9ibP,Rapid,mate,3,King's Pawn Game: Leonardis Variation,black,12,quantummequanic,1468,mathhopper,1354
1799,0bapR1lH,Blitz,mate,3,Bishop's Opening,black,84,mathhopper,1331,quantummequanic,1434
1800,XZYl9PYc,Rapid,resign,6,Ruy Lopez: Steinitz Defense,white,33,cheron,1985,lkasperbauer,1009
1803,o9LW4FSz,Blitz,mate,1,Hungarian Opening,white,69,thomasmorl,1344,lkasperbauer,1018
1808,0npBexrJ,Classical,mate,5,Russian Game: Urusov Gambit,white,31,lkasperbauer,998,ingobos,835
1809,iwIGYkDv,Rapid,resign,5,Vienna Game: Stanley Variation,white,45,rabarbarko,1055,lkasperbauer,1034
1812,c8jDh8si,Blitz,outoftime,2,Horwitz Defense,draw,88,moftichess,1009,lkasperbauer,1038
1821,wNhiSbYf,Rapid,mate,6,Vienna Game: Stanley Variation |  Reversed Spanish,white,49,ssnow,1324,lkasperbauer,1096
1822,s1y7uuQ4,Classical,resign,1,Van't Kruijs Opening,black,40,lkasperbauer,1150,masseik,1202
1824,WQOiuPiA,Rapid,mate,5,King's Pawn Game: Tayler Opening,white,137,barrow-wight,1352,photonic_symmetry,1629
1825,cZnU5s1M,Blitz,draw,3,King's Pawn Game: Napoleon Attack,draw,14,barrow-wight,1352,mathhopper,1364
1826,9Bdc2N3W,Blitz,resign,5,Philidor Defense #3,white,60,mathhopper,1353,barrow-wight,1364
1827,7QGwm7KM,Blitz,mate,2,Caro-Kann Defense,black,44,barrow-wight,1377,mathhopper,1340
1828,lQksVaJW,Blitz,mate,3,King's Gambit,black,34,mathhopper,1351,barrow-wight,1366
1829,Ba6FaqvX,Blitz,mate,3,King's Knight Opening,black,40,mathhopper,1363,barrow-wight,1353
1830,wgIHzqDo,Rapid,mate,3,French Defense: Steinitz Attack,white,113,quantummequanic,1403,barrow-wight,1364
1831,1iPHdIBr,Rapid,draw,3,King's Pawn Game: Wayward Queen Attack,draw,38,ac80,1323,barrow-wight,1365
1832,H1y5fOSt,Rapid,resign,2,Horwitz Defense,black,90,giraffacollocorto,1287,barrow-wight,1355
1833,J512ahCq,Rapid,resign,3,King's Pawn Game: Tortoise Opening,white,37,barrow-wight,1345,giraffacollocorto,1296
1834,9OsNV4xR,Blitz,mate,2,Scandinavian Defense,black,44,mathhopper,1331,barrow-wight,1341
1835,3g5zI637,Blitz,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,black,34,mathhopper,1343,barrow-wight,1328
1837,KLqbOpjY,Blitz,mate,4,King's Pawn Game: Busch-Gass Gambit,white,157,mathhopper,1293,barrow-wight,1342
1838,S8Pt8fEf,Rapid,resign,1,Van't Kruijs Opening,black,45,prabh_mahi,1210,barrow-wight,1334
1839,dg6Dd5ub,Rapid,mate,2,Horwitz Defense,white,31,barrow-wight,1325,prabh_mahi,1218
1840,Ie9PaBhn,Rapid,mate,1,Van't Kruijs Opening,black,102,killerbromean,1690,vikwww,1712
1841,Ls1Khltt,Rapid,resign,1,Hungarian Opening,black,32,killerbromean,1763,syoung,1628
1842,6BFg091i,Rapid,mate,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,white,79,ihsan2424,1776,killerbromean,1880
1843,VUdvtxgL,Rapid,resign,4,Queen's Gambit Refused: Marshall Defense,white,29,killerbromean,1840,ihsan2424,1785
1844,FcwDgpht,Rapid,mate,11,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,white,75,killerbromean,1786,ihsan2424,1795
1845,s95f8dAY,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,66,jome,1711,onlygodknows,1751
1846,3zQihcm7,Rapid,resign,12,Queen's Gambit Declined: Orthodox Defense,white,39,jacekzpolna,1848,sharkey101,1857
1847,AcF2QAS4,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,44,sharkey101,1865,marshallow,1990
1848,VqgMIpfs,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Anderssen Variation,black,38,sharkey101,1880,umeshvarr,1828
1849,RezC16d6,Rapid,resign,6,Sicilian Defense #2,black,48,cilensio,1835,sharkey101,1868
1850,Ou14Ebh0,Rapid,resign,3,Pirc Defense #5,white,83,sharkey101,1854,shahmatchi,1871
1851,mcO0n9q6,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,white,45,aurelking,1805,sharkey101,1870
1852,DGlHTq0f,Rapid,draw,6,Ruy Lopez: Cozio Defense,draw,132,sharkey101,1873,i_dan,1803
1853,70qbWGeP,Rapid,draw,8,Semi-Slav Defense,draw,55,sargentopimienta,1989,sharkey101,1868
1854,XUbv109t,Rapid,resign,6,Elephant Gambit: Paulsen Countergambit,black,82,sharkey101,1884,mhd_boz,1830
1855,x861mJ9D,Rapid,mate,3,Sicilian Defense: Closed Variation,black,100,mhd_boz,1839,sharkey101,1871
1856,sYYRzbEG,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,142,larodash2013,1844,sharkey101,1857
1857,uJ5oH33l,Rapid,resign,7,Ruy Lopez: Classical Variation |  Central Variation,white,85,sharkey101,1844,olegdmitriev,1809
1858,ef8Iy9Is,Rapid,resign,12,Sicilian Defense: Sozin Attack |  Leonhardt Variation,black,54,maklen,1832,sharkey101,1829
1859,sCNxiRMR,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,80,sharkey101,1844,sudo_ybmt,1839
1860,CTC1Uq3V,Rapid,draw,4,Sicilian Defense,draw,99,sharkey101,1845,glady974,1841
1861,bHcqhbzl,Rapid,resign,5,Queen's Pawn Game: Torre Attack,black,100,vega2015,1837,sharkey101,1828
1862,3FBmhBFy,Rapid,resign,4,Sicilian Defense: Old Sicilian,white,51,sharkey101,1810,iebrian,1835
1863,sv4OVqgE,Classical,resign,1,Hungarian Opening,white,69,skudarnov,1981,sharkey101,1818
1864,nmphOJte,Rapid,resign,6,Sicilian Defense #2,black,106,the_duke_of_hazzard,1805,sharkey101,1800
1865,vjFj0jYX,Classical,resign,4,Sicilian Defense,black,58,sharkey101,1815,lordfischer,1893
1866,1heLxxHy,Rapid,resign,4,Sicilian Defense,white,63,demonvortex,1946,sharkey101,1828
1867,EaxBT3aP,Rapid,resign,2,Owen Defense,black,48,sharkey101,1843,demonvortex,1938
1868,LoBG5iGB,Rapid,mate,6,Scandinavian Defense: Icelandic-Palme Gambit,black,64,sharkey101,1859,godlikemoves,1945
1869,R9ksJTCJ,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,57,ruslan404,1825,sharkey101,1885
1870,kSRKW4At,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Anderssen Variation,white,24,sharkey101,1864,createa,1833
1871,SgdtGyae,Rapid,draw,12,Semi-Slav Defense: Bogoljubov Variation,draw,123,andrey2014,1879,sharkey101,1863
1872,89g8N1t6,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,black,54,sharkey101,1895,vladimirzozulya1500,1813
1873,oTYJu1Mv,Rapid,resign,4,Sicilian Defense,black,66,alireza5848,1812,sharkey101,1872
1874,cdw6aGPQ,Rapid,resign,6,Sicilian Defense #2,white,77,aksell,1906,sharkey101,1902
1875,yUEBneli,Rapid,outoftime,6,Ruy Lopez: Steinitz Defense,white,143,sharkey101,1873,gromistom,1833
1876,9DT6udPi,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Anderssen Variation,black,32,sharkey101,1916,vaxxx84,1842
1877,wvKmOGY3,Rapid,resign,6,Sicilian Defense #2,black,39,rogalskiy,1854,sharkey101,1880
1878,aKEBIuvF,Rapid,resign,6,Ruy Lopez: Steinitz Defense,white,79,sharkey101,1839,akmar,1819
1879,QM7G4UXp,Rapid,resign,5,Sicilian Defense: Delayed Alapin,black,84,emil70,1795,sharkey101,1789
1880,QKuH0G5E,Rapid,resign,4,Sicilian Defense,white,71,sharkey101,1717,soklaw,1833
1881,UKRWjYQy,Rapid,draw,6,Sicilian Defense #2,draw,97,egorka18,1761,sharkey101,1712
1882,gvV6kkIw,Rapid,resign,4,Sicilian Defense,white,38,kasy87,1770,sharkey101,1789
1883,PG7Cf6TK,Rapid,resign,6,Ruy Lopez: Steinitz Defense,black,66,sharkey101,1890,akmar,1853
1884,GwaQPmmm,Rapid,resign,3,Sicilian Defense: Wing Gambit,black,59,ventdunord,1800,sharkey101,1750
1885,seSYwn2d,Rapid,resign,8,Alekhine Defense: Modern Variation |  Larsen Variation,white,43,sharkey101,1500,pelt,1627
1887,2I6CXRvW,Classical,mate,5,Petrov's Defense #2,white,63,kurtbusch,1416,mim11,1216
1888,dfbsqcaL,Classical,mate,7,Ruy Lopez: Berlin Defense,white,77,kurtbusch,1393,mim11,1337
1889,LYRwB0rx,Rapid,resign,7,Italian Game: Two Knights Defense |  Knight Attack,white,13,entertainment3ko,1867,kurtbusch,1399
